i	rank	edu	经验	薪水	时间	职称	公司地点	公司名称	链结	公司URL	i	tag_display	keyword	curPage
6961	21	学历不限	3-5年	15-30k·12薪	2020年04月22日	UE4场景地编	上海-张江	阅文集团	https://www.liepin.com/job/1926805921.shtml	https://www.liepin.com/company/8166451/	179	上市公司	体验设计	3
6962	22	学历不限	3-5年	面议	2020年04月23日	智能场景事业部-HomeAI交互设计专家/高级专家	杭州	阿里巴巴	https://www.liepin.com/job/1927273785.shtml	https://www.liepin.com/company/1072424/	179	上市公司	体验设计	3
6963	23	学历不限	3-5年	面议	2020年04月22日	数字农业产品技术部-UED交互&设计专家-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927671411.shtml	https://www.liepin.com/company/1072424/	179	上市公司	体验设计	3
6964	24	学历不限	5-10年	面议	2020年04月21日	阿里集团-体验设计专家-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927617335.shtml	https://www.liepin.com/company/1072424/	179	上市公司	体验设计	3
6965	25	学历不限	5-10年	面议	2020年04月21日	钉钉(DingTalk)-高级体验设计专家-文档协同【极速招聘】	杭州	阿里巴巴	https://www.liepin.com/job/1927395633.shtml	https://www.liepin.com/company/1072424/	179	上市公司	体验设计	3
6966	26	统招本科	3-5年	15-20k·12薪	2020年04月21日	UED经理	青岛-黄岛区	科大讯飞	https://www.liepin.com/job/1925964369.shtml	https://www.liepin.com/company/4454894/	179	上市公司	体验设计	3
6967	27	本科及以上	1-3年	10-20k·12薪	2020年04月21日	交互设计师		网易集团	https://www.liepin.com/job/1927635399.shtml	https://www.liepin.com/company/5964833/	179	上市公司	体验设计	3
6968	28	统招本科	1-3年	10-15k·12薪	2020年04月21日	交互设计工程师	青岛-黄岛区	科大讯飞	https://www.liepin.com/job/1925964379.shtml	https://www.liepin.com/company/4454894/	179	上市公司	体验设计	3
6969	29	大专及以上	1-3年	面议	2020年04月21日	游戏交互设计师	广州-珠江新城	网易集团	https://www.liepin.com/job/1921076719.shtml	https://www.liepin.com/company/5964833/	179	上市公司	体验设计	3
6970	30	学历不限	5-10年	面议	2020年04月22日	考拉海购-体验运营专家-用户洞察方向	杭州	阿里巴巴	https://www.liepin.com/job/1927633883.shtml	https://www.liepin.com/company/1072424/	179	上市公司	体验设计	3
6971	31	本科及以上	1-3年	面议	2020年04月21日	UI/UX设计师	北京	京东	https://www.liepin.com/job/1927616423.shtml	https://www.liepin.com/company/1663745/	179	上市公司	体验设计	3
6972	32	学历不限	5-10年	面议	2020年04月22日	数字供应链事业部-高级设计产品专家-UED	杭州	阿里巴巴	https://www.liepin.com/job/1927664273.shtml	https://www.liepin.com/company/1072424/	179	上市公司	体验设计	3
6973	33	学历不限	5-10年	面议	2020年04月20日	企业智能事业部-体验设计专家-阿里大脑	杭州	阿里巴巴	https://www.liepin.com/job/1927514571.shtml	https://www.liepin.com/company/1072424/	179	上市公司	体验设计	3
6974	34	学历不限	3-5年	面议	2020年04月20日	设计事业部-体验设计专家-业务平台	杭州	阿里巴巴	https://www.liepin.com/job/1927303997.shtml	https://www.liepin.com/company/1072424/	179	上市公司	体验设计	3
6975	35	学历不限	3-5年	面议	2020年04月20日	创新业务事业群融媒体发展事业部-体验设计专家（偏视觉）-YL	杭州	阿里巴巴	https://www.liepin.com/job/1927253409.shtml	https://www.liepin.com/company/1072424/	179	上市公司	体验设计	3
6976	36	本科及以上	3-5年	15-20k·12薪	2020年04月20日	用户体验培训师	上海	NIO蔚来	https://www.liepin.com/job/1927390679.shtml	https://www.liepin.com/company/8524725/	179	上市公司	体验设计	3
6977	37	学历不限	3-5年	面议	2020年04月19日	数据技术及产品部-体验设计专家-可视化	杭州	阿里巴巴	https://www.liepin.com/job/1927570569.shtml	https://www.liepin.com/company/1072424/	179	上市公司	体验设计	3
6978	38	本科及以上	3-5年	10-20k·12薪	2020年04月21日	高级交互设计师（软硬件交互设计方向）		网易集团	https://www.liepin.com/job/1927635379.shtml	https://www.liepin.com/company/5964833/	179	上市公司	体验设计	3
6979	39	大专及以上	3-5年	20-35k·16薪	2020年04月18日	UE4技术美术	广州	网易集团	https://www.liepin.com/job/1927496013.shtml	https://www.liepin.com/company/5964833/	179	上市公司	体验设计	3
6980	40	大专及以上	3-5年	18-35k·16薪	2020年04月18日	UE4美术设计师	广州	网易集团	https://www.liepin.com/job/1927495937.shtml	https://www.liepin.com/company/5964833/	179	上市公司	体验设计	3
6981	1	统招本科	3-5年	15-25k·12薪	2020年04月17日	UED交互设计师	深圳-福田区	光汇石油	https://www.liepin.com/job/1926446527.shtml	https://www.liepin.com/company/853855/	180	上市公司	体验设计	4
6982	2	本科及以上	3-5年	10-15k·14薪	2020年04月17日	交互设计	厦门	亿联网络	https://www.liepin.com/job/1922117063.shtml	https://www.liepin.com/company/3439692/	180	上市公司	体验设计	4
6983	3	学历不限	5-10年	面议	2020年04月16日	设计事业部-体验设计高级专家-飞猪设计部	杭州	阿里巴巴	https://www.liepin.com/job/1927514901.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
6984	4	学历不限	5-10年	面议	2020年04月16日	设计事业部-高级体验设计专家-天猫	杭州	阿里巴巴	https://www.liepin.com/job/1927514893.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
6985	5	学历不限	3-5年	面议	2020年04月16日	设计事业部-体验设计专家-淘宝设计部	杭州	阿里巴巴	https://www.liepin.com/job/1927514805.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
6986	6	学历不限	5-10年	面议	2020年04月16日	设计事业部-体验设计高级专家-淘宝	杭州	阿里巴巴	https://www.liepin.com/job/1927514795.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
6987	7	学历不限	3-5年	面议	2020年04月16日	设计事业部-体验设计专家-天猫	杭州	阿里巴巴	https://www.liepin.com/job/1927514793.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
6988	8	学历不限	3-5年	面议	2020年04月16日	企业智能事业部-体验设计专家 （产品视觉）-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927514473.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
6989	9	学历不限	5-10年	面议	2020年04月16日	企业智能事业部-体验设计专家-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927514041.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
6990	10	学历不限	5-10年	面议	2020年04月16日	文娱优酷-体验设计专家	杭州	阿里巴巴	https://www.liepin.com/job/1927486983.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
6991	11	统招本科	3-5年	面议	2020年04月17日	UE前端开发工程师	合肥-高新区	科大讯飞	https://www.liepin.com/job/1927513553.shtml	https://www.liepin.com/company/4454894/	180	上市公司	体验设计	4
6992	12	统招本科	3-5年	面议	2020年04月17日	UE前端开发工程师	合肥-庐阳区	科大讯飞	https://www.liepin.com/job/1927513551.shtml	https://www.liepin.com/company/4454894/	180	上市公司	体验设计	4
6993	13	本科及以上	3-5年	20-30k·12薪	2020年04月16日	交互设计师	北京	猎聘	https://www.liepin.com/job/1926446997.shtml	https://www.liepin.com/company/9616481/	180	上市公司	体验设计	4
6994	14	本科及以上	3-5年	面议	2020年04月16日	用户体验分析师		小米	https://www.liepin.com/job/1926440457.shtml	https://www.liepin.com/company/2174886/	180	上市公司	体验设计	4
6995	15	统招本科	5-10年	15-30k·12薪	2020年04月16日	视觉/交互设计师	上海-黄浦区	众安在线财产保险	https://www.liepin.com/job/1927509269.shtml	https://www.liepin.com/company/7962446/	180	上市公司	体验设计	4
6996	16	本科及以上	3-5年	15-20k·13薪	2020年04月16日	UE4开发工程师	北京	英雄互娱	https://www.liepin.com/job/1927264465.shtml	https://www.liepin.com/company/8307104/	180	上市公司	体验设计	4
6997	17	学历不限	5-10年	面议	2020年04月15日	阿里云智能事业群-IoT-体验设计专家-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927471743.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
6998	18	学历不限	5-10年	面议	2020年04月15日	钉钉(DingTalk)-（高级）体验设计专家-人事线	杭州	阿里巴巴	https://www.liepin.com/job/1927444905.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
6999	19	本科及以上	5-10年	15-30k·12薪	2020年04月15日	高级UI设计师（体验设计）		小米	https://www.liepin.com/job/1926927743.shtml	https://www.liepin.com/company/2174886/	180	上市公司	体验设计	4
7000	20	本科及以上	5-10年	15-30k·12薪	2020年04月15日	高级交互设计师		小米	https://www.liepin.com/job/1926927749.shtml	https://www.liepin.com/company/2174886/	180	上市公司	体验设计	4
7001	21	学历不限	5-10年	面议	2020年04月14日	钉钉(Dingtalk)-体验设计专家-应用线	杭州	阿里巴巴	https://www.liepin.com/job/1927445817.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
7002	22	学历不限	5-10年	面议	2020年04月14日	文娱设计中心-体验设计专家-云游戏	杭州	阿里巴巴	https://www.liepin.com/job/1927432277.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
7003	23	学历不限	5-10年	面议	2020年04月14日	文娱优酷-高级体验设计专家	杭州	阿里巴巴	https://www.liepin.com/job/1927430889.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
7004	24	学历不限	5-10年	面议	2020年04月14日	文娱影业-高级体验设计专家-淘票票	杭州	阿里巴巴	https://www.liepin.com/job/1927430279.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
7005	25	学历不限	5-10年	面议	2020年04月13日	中台运营事业部-体验设计师专家（视觉）-北京	杭州	阿里巴巴	https://www.liepin.com/job/1927296097.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
7006	26	本科及以上	3-5年	12-20k·12薪	2020年04月13日	UE	深圳	深圳市广和通无线股份有限公司	https://www.liepin.com/job/1925540875.shtml	https://www.liepin.com/company/9428719/	180	上市公司	体验设计	4
7007	27	学历不限	5-10年	面议	2020年04月16日	政务钉钉事业部-交互设计专家-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927514347.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
7008	28	本科及以上	1-3年	15-20k·12薪	2020年04月16日	UE4客户端开发工程师-RD01	北京	英雄互娱	https://www.liepin.com/job/1927324913.shtml	https://www.liepin.com/company/8307104/	180	上市公司	体验设计	4
7009	29	本科及以上	1-3年	18-28k·16薪	2020年04月13日	交互设计师	广州	网易集团	https://www.liepin.com/job/1927409925.shtml	https://www.liepin.com/company/5964833/	180	上市公司	体验设计	4
7010	30	本科及以上	5-10年	25-35k·12薪	2020年04月13日	资深交互设计师	北京-望京	美团点评	https://www.liepin.com/job/1912389520.shtml	https://www.liepin.com/company/2036768/	180	上市公司	体验设计	4
7011	31	本科及以上	1-3年	14-28k·16薪	2020年04月13日	UE4特效设计师	广州-天河区	网易集团	https://www.liepin.com/job/1926704797.shtml	https://www.liepin.com/company/5964833/	180	上市公司	体验设计	4
7012	32	大专及以上	3-5年	面议	2020年04月13日	交互设计师-游戏	北京	美团点评	https://www.liepin.com/job/1917598165.shtml	https://www.liepin.com/company/2036768/	180	上市公司	体验设计	4
7013	33	学历不限	5-10年	面议	2020年04月14日	文娱影业-交互设计专家-淘票票	杭州	阿里巴巴	https://www.liepin.com/job/1927430897.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
7014	34	学历不限	5-10年	面议	2020年04月14日	文娱影业-交互设计师-淘票票	杭州	阿里巴巴	https://www.liepin.com/job/1927430601.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
7015	35	学历不限	5-10年	面议	2020年04月14日	文娱影业-交互设计专家-B端	杭州	阿里巴巴	https://www.liepin.com/job/1927430265.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
7016	36	本科及以上	经验不限	18-28k·16薪	2020年04月11日	交互设计师	广州	网易集团	https://www.liepin.com/job/1927317609.shtml	https://www.liepin.com/company/5964833/	180	上市公司	体验设计	4
7017	37	学历不限	3-5年	面议	2020年04月13日	亚博科技-高级用户体验分析师	杭州	阿里巴巴	https://www.liepin.com/job/1927391549.shtml	https://www.liepin.com/company/1072424/	180	上市公司	体验设计	4
7018	38	大专及以上	经验不限	面议	2020年04月10日	用户体验师（品类规划设计方向）		京东商城	https://www.liepin.com/job/1924427047.shtml	https://www.liepin.com/company/9747025/	180	上市公司	体验设计	4
7019	39	本科及以上	5-10年	15-28k·12薪	2020年04月10日	UX交互设计	深圳-龙华区	赛意信息科技	https://www.liepin.com/job/1926023183.shtml	https://www.liepin.com/company/170110/	180	上市公司	体验设计	4
7020	40	统招本科	经验不限	面议	2020年04月10日	高级交互设计师	北京	阅文集团	https://www.liepin.com/job/1922997387.shtml	https://www.liepin.com/company/8166451/	180	上市公司	体验设计	4
7021	1	学历不限	5-10年	面议	2020年04月09日	中台运营事业部-体验设计师专家（视觉）-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927296341.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7022	2	大专及以上	1-3年	面议	2020年04月09日	用户体验设计师(J10650)	苏州-工业园区	信达生物	https://www.liepin.com/job/1926013409.shtml	https://www.liepin.com/company/5970779/	181	上市公司	体验设计	5
7023	3	统招本科	5-10年	20-30k·12薪	2020年04月09日	用户体验设计师	深圳-福田区	光汇石油	https://www.liepin.com/job/1924014697.shtml	https://www.liepin.com/company/853855/	181	上市公司	体验设计	5
7024	4	大专及以上	3-5年	面议	2020年04月09日	用户体验师岗（品类规划设计方向）		京东商城	https://www.liepin.com/job/1923467223.shtml	https://www.liepin.com/company/9747025/	181	上市公司	体验设计	5
7025	5	统招本科	1-3年	面议	2020年04月09日	交互设计岗	深圳-福田区	中移信息技术有限公司	https://www.liepin.com/job/1927308249.shtml	https://www.liepin.com/company/8385580/	181	上市公司	体验设计	5
7026	6	本科及以上	经验不限	面议	2020年04月09日	用户体验师		京东商城	https://www.liepin.com/job/1922746507.shtml	https://www.liepin.com/company/9747025/	181	上市公司	体验设计	5
7027	7	大专及以上	5-10年	面议	2020年04月09日	用户体验研究总监	青岛	海尔智家	https://www.liepin.com/job/1926492609.shtml	https://www.liepin.com/company/9671743/	181	上市公司	体验设计	5
7028	8	大专及以上	5-10年	面议	2020年04月09日	用户体验师岗		京东商城	https://www.liepin.com/job/1922746623.shtml	https://www.liepin.com/company/9747025/	181	上市公司	体验设计	5
7029	9	学历不限	5-10年	面议	2020年04月08日	设计事业部-体验设计专家-智能产品设计	杭州	阿里巴巴	https://www.liepin.com/job/1927304019.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7030	10	学历不限	3-5年	面议	2020年04月08日	设计事业部-体验设计专家（交互）-淘宝设计部（商家生态）	杭州	阿里巴巴	https://www.liepin.com/job/1927304017.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7031	11	学历不限	3-5年	面议	2020年04月08日	设计事业部-体验设计专家(3D)-智能产品设计	杭州	阿里巴巴	https://www.liepin.com/job/1927304015.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7032	12	学历不限	5-10年	面议	2020年04月08日	设计事业部-体验设计专家-CBU设计	杭州	阿里巴巴	https://www.liepin.com/job/1927304011.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7033	13	学历不限	3-5年	面议	2020年04月08日	设计事业部-体验设计专家(偏视觉)-智能产品设计	杭州	阿里巴巴	https://www.liepin.com/job/1927304009.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7034	14	学历不限	3-5年	面议	2020年04月08日	设计事业部-体验设计专家(偏交互)-智能产品设计	杭州	阿里巴巴	https://www.liepin.com/job/1927304001.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7035	15	学历不限	3-5年	面议	2020年04月08日	设计事业部-体验设计专家（视觉）-淘宝设计部（商家生态）	杭州	阿里巴巴	https://www.liepin.com/job/1927303995.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7036	16	学历不限	3-5年	面议	2020年04月08日	设计事业部-用户体验研究专家-用户与市场洞察	杭州	阿里巴巴	https://www.liepin.com/job/1927303993.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7037	17	学历不限	3-5年	面议	2020年04月08日	设计事业部-用户体验研究专家-飞猪	杭州	阿里巴巴	https://www.liepin.com/job/1927303939.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7038	18	学历不限	3-5年	面议	2020年04月08日	设计事业部-体验设计专家-阿里乡村设计部	杭州	阿里巴巴	https://www.liepin.com/job/1927303937.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7039	19	学历不限	3-5年	面议	2020年04月08日	设计事业部-体验设计专家-CBU设计部	杭州	阿里巴巴	https://www.liepin.com/job/1927303933.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7040	20	学历不限	1-3年	面议	2020年04月08日	设计事业部-用户体验研究专家-创新孵化实验室	杭州	阿里巴巴	https://www.liepin.com/job/1927303897.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7041	21	学历不限	3-5年	面议	2020年04月08日	设计事业部-体验设计专家-天猫进出口	杭州	阿里巴巴	https://www.liepin.com/job/1927303863.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7042	22	学历不限	5-10年	面议	2020年04月08日	设计事业部-体验设计专家（偏视觉）-CCO设计部	杭州	阿里巴巴	https://www.liepin.com/job/1927303853.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7043	23	学历不限	3-5年	面议	2020年04月08日	设计事业部-体验设计专家-创新孵化实验室	杭州	阿里巴巴	https://www.liepin.com/job/1927303775.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7044	24	学历不限	3-5年	面议	2020年04月08日	设计事业部-体验设计专家（声屏交互/软硬一体化交互）-智能产品设计	杭州	阿里巴巴	https://www.liepin.com/job/1927303771.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7045	25	学历不限	5-10年	面议	2020年04月08日	设计事业部-高级体验设计专家-零售通设计	杭州	阿里巴巴	https://www.liepin.com/job/1927303767.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7046	26	学历不限	3-5年	面议	2020年04月08日	设计事业部-体验设计专家（GUI 方向）-智能产品设计	杭州	阿里巴巴	https://www.liepin.com/job/1927303763.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7047	27	学历不限	5-10年	面议	2020年04月08日	设计事业部-体验设计专家（偏交互）-CCO设计部	杭州	阿里巴巴	https://www.liepin.com/job/1927303761.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7048	28	学历不限	3-5年	面议	2020年04月08日	闲鱼-业务产品-高级体验设计师/体验设计专家	杭州	阿里巴巴	https://www.liepin.com/job/1927291239.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7049	29	学历不限	3-5年	面议	2020年04月08日	闲鱼事业部-社区产品-高级体验设计师/体验设计专家	杭州	阿里巴巴	https://www.liepin.com/job/1927291017.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7050	30	学历不限	5-10年	面议	2020年04月08日	创新事业群书旗事业部-体验设计专家-交互方向	杭州	阿里巴巴	https://www.liepin.com/job/1927285269.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7051	31	学历不限	5-10年	面议	2020年04月08日	新零售设计事业部-体验设计专家（偏交互）-CCO设计部	杭州	阿里巴巴	https://www.liepin.com/job/1926396327.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7052	32	本科及以上	3-5年	8-10k·12薪	2020年04月09日	用户研究与产品体验专员	佛山-顺德区	万和	https://www.liepin.com/job/1924943737.shtml	https://www.liepin.com/company/7862193/	181	上市公司	体验设计	5
7053	33	大专及以上	3-5年	面议	2020年04月09日	UE/UI设计师	苏州-工业园区	信达生物	https://www.liepin.com/job/1926100865.shtml	https://www.liepin.com/company/5970779/	181	上市公司	体验设计	5
7054	34	本科及以上	3-5年	面议	2020年04月08日	用户交互经理	青岛	海尔智家	https://www.liepin.com/job/1927278411.shtml	https://www.liepin.com/company/9671743/	181	上市公司	体验设计	5
7055	35	本科及以上	经验不限	15-30k·14薪	2020年04月08日	交互设计师	北京	猎聘	https://www.liepin.com/job/1925347545.shtml	https://www.liepin.com/company/9616481/	181	上市公司	体验设计	5
7056	36	本科及以上	3-5年	18-30k·14薪	2020年04月08日	资深交互设计师	北京	猎聘	https://www.liepin.com/job/1924242685.shtml	https://www.liepin.com/company/9616481/	181	上市公司	体验设计	5
7057	37	学历不限	5-10年	面议	2020年04月07日	拍卖事业部-体验设计专家（UXD）	杭州	阿里巴巴	https://www.liepin.com/job/1927273165.shtml	https://www.liepin.com/company/1072424/	181	上市公司	体验设计	5
7058	38	本科及以上	3-5年	15-25k·12薪	2020年04月07日	UX设计师	北京	蜜莱坞网络	https://www.liepin.com/job/1925718011.shtml	https://www.liepin.com/company/8488417/	181	上市公司	体验设计	5
7059	39	本科及以上	3-5年	15-30k·12薪	2020年04月07日	交互设计师	北京-西北旺	科大讯飞	https://www.liepin.com/job/1917361257.shtml	https://www.liepin.com/company/4454894/	181	上市公司	体验设计	5
7060	40	学历不限	3-5年	15-25k·14薪	2020年04月07日	高级UX设计师	北京	蜜莱坞网络	https://www.liepin.com/job/1926365915.shtml	https://www.liepin.com/company/8488417/	181	上市公司	体验设计	5
7061	1	本科及以上	5-10年	20-30k·12薪	2020年04月07日	用户体验经理UEC	北京	科大讯飞	https://www.liepin.com/job/1916356251.shtml	https://www.liepin.com/company/4454894/	182	上市公司	体验设计	6
7062	2	本科及以上	5-10年	20-40k·12薪	2020年04月06日	交互设计师		京东商城	https://www.liepin.com/job/1925839127.shtml	https://www.liepin.com/company/9747025/	182	上市公司	体验设计	6
7063	3	大专及以上	经验不限	面议	2020年04月09日	用户体验师岗（客服管理方向）		京东商城	https://www.liepin.com/job/1924427281.shtml	https://www.liepin.com/company/9747025/	182	上市公司	体验设计	6
7064	4	统招本科	3-5年	20-25k·14薪	2020年04月06日	用户体验（客诉）		京东商城	https://www.liepin.com/job/1927245155.shtml	https://www.liepin.com/company/9747025/	182	上市公司	体验设计	6
7065	5	统招本科	3-5年	面议	2020年04月09日	用户体验师岗（商家服务管理方向）		京东商城	https://www.liepin.com/job/1924115901.shtml	https://www.liepin.com/company/9747025/	182	上市公司	体验设计	6
7066	6	学历不限	5-10年	面议	2020年04月02日	阿里云智能事业群-高级体验设计师-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927172501.shtml	https://www.liepin.com/company/1072424/	182	上市公司	体验设计	6
7067	7	本科及以上	1-3年	面议	2020年04月02日	交互设计师	广州	欢聚集团	https://www.liepin.com/job/1927185905.shtml	https://www.liepin.com/company/930104/	182	上市公司	体验设计	6
7068	8	本科及以上	5-10年	30-50k·12薪	2020年04月06日	高级产品经理（用户体验提升方向）		京东商城	https://www.liepin.com/job/1925924955.shtml	https://www.liepin.com/company/9747025/	182	上市公司	体验设计	6
7069	9	学历不限	5-10年	面议	2020年04月01日	盒马-体验设计专家-中后台	杭州	阿里巴巴	https://www.liepin.com/job/1927155333.shtml	https://www.liepin.com/company/1072424/	182	上市公司	体验设计	6
7070	10	学历不限	3-5年	面议	2020年04月01日	阿里云智能-高级体验设计师-北京/杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927150511.shtml	https://www.liepin.com/company/1072424/	182	上市公司	体验设计	6
7071	11	学历不限	5-10年	面议	2020年04月01日	阿里云智能-UED用户体验设计师-北京	杭州	阿里巴巴	https://www.liepin.com/job/1927149463.shtml	https://www.liepin.com/company/1072424/	182	上市公司	体验设计	6
7072	12	学历不限	5-10年	面议	2020年04月08日	天猫大快消-规则/用户体验专家-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927287533.shtml	https://www.liepin.com/company/1072424/	182	上市公司	体验设计	6
7073	13	学历不限	3-5年	面议	2020年04月08日	设计事业部-高级用户体验研究专家-飞猪	杭州	阿里巴巴	https://www.liepin.com/job/1927304005.shtml	https://www.liepin.com/company/1072424/	182	上市公司	体验设计	6
7074	14	本科及以上	3-5年	18-25k·12薪	2020年03月31日	技术中台用户体验部_高级交互设计师	北京	Baidu	https://www.liepin.com/job/1927109387.shtml	https://www.liepin.com/company/884492/	182	上市公司	体验设计	6
7075	15	本科及以上	3-5年	18-25k·12薪	2020年03月31日	技术中台用户体验部_高级视觉设计师	北京	Baidu	https://www.liepin.com/job/1927109295.shtml	https://www.liepin.com/company/884492/	182	上市公司	体验设计	6
7076	16	统招本科	5-10年	面议	2020年03月31日	体验设计专家/高级专家	杭州	阿里巴巴	https://www.liepin.com/job/1926295461.shtml	https://www.liepin.com/company/1072424/	182	上市公司	体验设计	6
7077	17	本科及以上	3-5年	面议	2020年03月31日	交互设计(UI/UE）	青岛	海尔智家	https://www.liepin.com/job/1927092891.shtml	https://www.liepin.com/company/9671743/	182	上市公司	体验设计	6
7078	18	学历不限	3-5年	面议	2020年03月30日	创新事业群Xlab事业部虾米音乐-UXD体验设计专家-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927072291.shtml	https://www.liepin.com/company/1072424/	182	上市公司	体验设计	6
7079	19	本科及以上	3-5年	20-30k·12薪	2020年03月30日	交互设计师	杭州-西湖区	阿里巴巴	https://www.liepin.com/job/1927077235.shtml	https://www.liepin.com/company/1072424/	182	上市公司	体验设计	6
7080	20	学历不限	3-5年	面议	2020年04月01日	淘宝-用户体验研究专家	杭州	阿里巴巴	https://www.liepin.com/job/1927137363.shtml	https://www.liepin.com/company/1072424/	182	上市公司	体验设计	6
7081	21	大专及以上	经验不限	12-24k·13薪	2020年03月31日	UE4动效设计师	广州	网易集团	https://www.liepin.com/job/1926589891.shtml	https://www.liepin.com/company/5964833/	182	上市公司	体验设计	6
7082	22	统招本科	3-5年	25-50k·12薪	2020年03月25日	钉钉(DingTalk)-创新业务线-体验设计专家	杭州	阿里巴巴	https://www.liepin.com/job/1926942169.shtml	https://www.liepin.com/company/1072424/	182	上市公司	体验设计	6
7083	23	统招本科	3-5年	25-50k·12薪	2020年03月25日	钉钉(DingTalk)-教育业务线-体验设计专家	杭州	阿里巴巴	https://www.liepin.com/job/1926941467.shtml	https://www.liepin.com/company/1072424/	182	上市公司	体验设计	6
7084	24	本科及以上	经验不限	面议	2020年03月20日	用户体验资深设计师（UX/UI）- 技术部	上海-五角场	中联重科	https://www.liepin.com/job/1925898135.shtml	https://www.liepin.com/company/4450360/	182	上市公司	体验设计	6
7085	25	本科及以上	经验不限	面议	2020年03月20日	用户体验资深设计师（UX/UI）- 技术部	长沙-银盆岭	中联重科	https://www.liepin.com/job/1925898133.shtml	https://www.liepin.com/company/4450360/	182	上市公司	体验设计	6
7086	26	本科及以上	3-5年	20-40k·12薪	2020年03月09日	小度用户体验部_高级界面设计师		Baidu	https://www.liepin.com/job/1926527083.shtml	https://www.liepin.com/company/884492/	182	上市公司	体验设计	6
7087	27	大专及以上	1-3年	7-11k·12薪	2020年03月05日	用户体验设计师	珠海-香洲区	远光软件珠海	https://www.liepin.com/job/1926459835.shtml	https://www.liepin.com/company/2229548/	182	上市公司	体验设计	6
7088	28	统招本科	5-10年	面议	2020年02月27日	体验设计专家/高级专家		阿里巴巴	https://www.liepin.com/job/1926295459.shtml	https://www.liepin.com/company/1072424/	182	上市公司	体验设计	6
7089	29	本科及以上	3-5年	20-35k·15薪	2020年02月24日	用户体验设计师	杭州-西湖区	阿里巴巴	https://www.liepin.com/job/1926198387.shtml	https://www.liepin.com/company/8679040/	182	上市公司	体验设计	6
