i	rank	edu	经验	薪水	时间	职称	公司地点	公司名称	链结	公司URL	i	tag_display	keyword	curPage
2583	24	统招本科	3-5年	面议	2020年04月23日	高级java开发工程师-安全业务(J14838)	北京-酒仙桥	58同城	https://www.liepin.com/job/1925747221.shtml	https://www.liepin.com/company/591850/	64	2018互联网300强	服务设计	4
2584	25	本科及以上	3-5年	15-30k·12薪	2020年04月23日	Java开发工程师-小米电视		小米	https://www.liepin.com/job/1919257739.shtml	https://www.liepin.com/company/2174886/	64	2018互联网300强	服务设计	4
2585	26	学历不限	3-5年	15-30k·13薪	2020年04月23日	高级后端开发工程师 (MJ000779)	广州-大石	欢聚集团	https://www.liepin.com/job/1913596776.shtml	https://www.liepin.com/company/930104/	64	2018互联网300强	服务设计	4
2586	27	学历不限	5-10年	面议	2020年04月23日	天猫消费电子-勤鸽高级运营专家-服务生态发展部	杭州	阿里巴巴	https://www.liepin.com/job/1927711009.shtml	https://www.liepin.com/company/1072424/	64	2018互联网300强	服务设计	4
2587	28	本科及以上	3-5年	30-60k·16薪	2020年04月23日	游戏服务器后台开发	西安-雁塔区	腾讯	https://www.liepin.com/job/1927713645.shtml	https://www.liepin.com/company/7983148/	64	2018互联网300强	服务设计	4
2588	29	本科及以上	一年以下	40-70k·16薪	2020年04月23日	Golang	深圳-南山区	腾讯	https://www.liepin.com/job/1927713635.shtml	https://www.liepin.com/company/7983148/	64	2018互联网300强	服务设计	4
2589	30	学历不限	5-10年	面议	2020年04月23日	阿里云智能事业群-运营管理专家-北京， 杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927345665.shtml	https://www.liepin.com/company/1072424/	64	2018互联网300强	服务设计	4
2590	31	学历不限	5-10年	面议	2020年04月23日	达摩院-自动驾驶产品专家-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927713877.shtml	https://www.liepin.com/company/1072424/	64	2018互联网300强	服务设计	4
2591	32	学历不限	5-10年	面议	2020年04月23日	ICBU技术部-C++技术专家	杭州	阿里巴巴	https://www.liepin.com/job/1927704495.shtml	https://www.liepin.com/company/1072424/	64	2018互联网300强	服务设计	4
2592	33	学历不限	3-5年	面议	2020年04月23日	阿里集团-新业务孵化-服务体验运营专家	杭州	阿里巴巴	https://www.liepin.com/job/1927704295.shtml	https://www.liepin.com/company/1072424/	64	2018互联网300强	服务设计	4
2593	34	学历不限	5-10年	面议	2020年04月23日	数字供应链事业部-高级产品专家-商品业务	杭州	阿里巴巴	https://www.liepin.com/job/1927699023.shtml	https://www.liepin.com/company/1072424/	64	2018互联网300强	服务设计	4
2594	35	本科及以上	3-5年	面议	2020年04月23日	高级产品经理	北京	麒麟合盛网络技术股份有限公司	https://www.liepin.com/job/1927694365.shtml	https://www.liepin.com/company/8454950/	64	2018互联网300强	服务设计	4
2595	36	学历不限	5-10年	面议	2020年04月23日	阿里云智能事业群-音视频通信实时媒体处理专家-杭州/北京	杭州	阿里巴巴	https://www.liepin.com/job/1927685973.shtml	https://www.liepin.com/company/1072424/	64	2018互联网300强	服务设计	4
2596	37	本科及以上	5-10年	16-30k·12薪	2020年04月23日	高级Java开发工程师-消费者BG		科大讯飞	https://www.liepin.com/job/1927612105.shtml	https://www.liepin.com/company/4454894/	64	2018互联网300强	服务设计	4
2597	38	学历不限	3-5年	面议	2020年04月23日	政务钉钉事业部-客户端开发专家-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927514469.shtml	https://www.liepin.com/company/1072424/	64	2018互联网300强	服务设计	4
2598	39	学历不限	3-5年	面议	2020年04月23日	政务钉钉事业部-iOS技术专家-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927514143.shtml	https://www.liepin.com/company/1072424/	64	2018互联网300强	服务设计	4
2599	40	本科及以上	1-3年	21-42k·12薪	2020年04月23日	高级软件开发工程师(J200224003)		滴滴	https://www.liepin.com/job/1927476825.shtml	https://www.liepin.com/company/8076624/	64	2018互联网300强	服务设计	4
2600	1	学历不限	3-5年	面议	2020年04月23日	阿里集团-HomeAI视觉设计专家/高级专家-淘系技术部	杭州	阿里巴巴	https://www.liepin.com/job/1927317089.shtml	https://www.liepin.com/company/1072424/	65	2018互联网300强	服务设计	5
2601	2	学历不限	3-5年	面议	2020年04月23日	中台运营事业部-定向广告产品专家-北京	杭州	阿里巴巴	https://www.liepin.com/job/1927315795.shtml	https://www.liepin.com/company/1072424/	65	2018互联网300强	服务设计	5
2602	3	本科及以上	3-5年	20-35k·13薪	2020年04月23日	Linux服务端开发工程师 (MJ002811)		欢聚集团	https://www.liepin.com/job/1926985489.shtml	https://www.liepin.com/company/930104/	65	2018互联网300强	服务设计	5
2603	4	统招本科	5-10年	14-26k·12薪	2020年04月23日	高级Java工程师-合肥	合肥-高新区	科大讯飞	https://www.liepin.com/job/1925785427.shtml	https://www.liepin.com/company/4454894/	65	2018互联网300强	服务设计	5
2604	5	统招本科	5-10年	13-26k·12薪	2020年04月23日	产品经理 （飞鱼OS）-合肥	合肥-高新区	科大讯飞	https://www.liepin.com/job/1925731065.shtml	https://www.liepin.com/company/4454894/	65	2018互联网300强	服务设计	5
2605	6	统招本科	5-10年	35-60k·18薪	2020年04月23日	ebs技术顾问	深圳	华为	https://www.liepin.com/job/1925685005.shtml	https://www.liepin.com/company/954482/	65	2018互联网300强	服务设计	5
2606	7	本科及以上	3-5年	15-25k·12薪	2020年04月23日	国际业务服务产品经理	上海	携程	https://www.liepin.com/job/1925626223.shtml	https://www.liepin.com/company/182339/	65	2018互联网300强	服务设计	5
2607	8	本科及以上	3-5年	15-25k·12薪	2020年04月23日	在线服务产品经理	上海	携程	https://www.liepin.com/job/1925626129.shtml	https://www.liepin.com/company/182339/	65	2018互联网300强	服务设计	5
2608	9	本科及以上	3-5年	15-25k·12薪	2020年04月23日	Product Manager 产品经理	上海	携程	https://www.liepin.com/job/1925626019.shtml	https://www.liepin.com/company/182339/	65	2018互联网300强	服务设计	5
2609	10	本科及以上	3-5年	10-15k·12薪	2020年04月23日	Procedure Supervisor	上海	携程	https://www.liepin.com/job/1925625963.shtml	https://www.liepin.com/company/182339/	65	2018互联网300强	服务设计	5
2610	11	学历不限	3-5年	15-30k·13薪	2020年04月23日	高级设计师 (MJ002509)	广州-番禺区	欢聚集团	https://www.liepin.com/job/1925289027.shtml	https://www.liepin.com/company/930104/	65	2018互联网300强	服务设计	5
2611	12	统招本科	1-3年	10-15k·14薪	2020年04月23日	售后运营专员	北京	小米	https://www.liepin.com/job/1924431521.shtml	https://www.liepin.com/company/2174886/	65	2018互联网300强	服务设计	5
2612	13	本科及以上	1-3年	面议	2020年04月23日	高级交通工程师(J190826018)		滴滴	https://www.liepin.com/job/1923205185.shtml	https://www.liepin.com/company/8076624/	65	2018互联网300强	服务设计	5
2613	14	学历不限	3-5年	20-35k·13薪	2020年04月23日	Java研发工程师 (MJ001956)	广州-番禺区	欢聚集团	https://www.liepin.com/job/1920498655.shtml	https://www.liepin.com/company/930104/	65	2018互联网300强	服务设计	5
2614	15	本科及以上	经验不限	15-30k·13薪	2020年04月23日	C++/go后台工程师 (MJ001817)	广州	欢聚集团	https://www.liepin.com/job/1919010769.shtml	https://www.liepin.com/company/930104/	65	2018互联网300强	服务设计	5
2615	16	本科及以上	3-5年	15-30k·13薪	2020年04月23日	C++开发工程师 (MJ000052)	广州-番禺区	欢聚集团	https://www.liepin.com/job/1918142155.shtml	https://www.liepin.com/company/930104/	65	2018互联网300强	服务设计	5
2616	17	本科及以上	3-5年	15-25k·13薪	2020年04月23日	C++/go后台工程师 (MJ001694)	广州-番禺区	欢聚集团	https://www.liepin.com/job/1917965657.shtml	https://www.liepin.com/company/930104/	65	2018互联网300强	服务设计	5
2617	18	学历不限	5-10年	20-35k·13薪	2020年04月23日	高级Java开发工程师 (MJ001479)	广州-番禺区	欢聚集团	https://www.liepin.com/job/1916541273.shtml	https://www.liepin.com/company/930104/	65	2018互联网300强	服务设计	5
2618	19	本科及以上	1-3年	25-35k·13薪	2020年04月23日	高级C++后台开发工程师 (MJ000923)	广州	欢聚集团	https://www.liepin.com/job/1915143292.shtml	https://www.liepin.com/company/930104/	65	2018互联网300强	服务设计	5
2619	20	本科及以上	1-3年	15-30k·13薪	2020年04月23日	C++后台开发工程师 (MJ000882)	广州-大石	欢聚集团	https://www.liepin.com/job/1913931158.shtml	https://www.liepin.com/company/930104/	65	2018互联网300强	服务设计	5
2620	21	统招本科	3-5年	面议	2020年04月23日	Java 工程师	北京	新东方教育科技集团有限公司	https://www.liepin.com/job/1912072122.shtml	https://www.liepin.com/company/2485876/	65	2018互联网300强	服务设计	5
2621	22	本科及以上	1-3年	10-15k·13薪	2020年04月22日	UI设计师	上海	携程	https://www.liepin.com/job/1916562967.shtml	https://www.liepin.com/company/182339/	65	2018互联网300强	服务设计	5
2622	23	学历不限	3-5年	面议	2020年04月22日	阿里云智能事业群-混合云高级体验设计师/专家-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927444897.shtml	https://www.liepin.com/company/1072424/	65	2018互联网300强	服务设计	5
2623	24	本科及以上	5-10年	50-80k·12薪	2020年04月22日	容器技术专家	深圳	华为	https://www.liepin.com/job/1927081393.shtml	https://www.liepin.com/company/954482/	65	2018互联网300强	服务设计	5
2624	25	学历不限	10年以上	面议	2020年04月22日	盒马-Setup设计高级专家-上海	杭州	阿里巴巴	https://www.liepin.com/job/1927168495.shtml	https://www.liepin.com/company/1072424/	65	2018互联网300强	服务设计	5
2625	26	本科及以上	3-5年	10-20k·12薪	2020年04月22日	java开发工程师（服务端）	南京-建邺区	小米	https://www.liepin.com/job/1927673219.shtml	https://www.liepin.com/company/2174886/	65	2018互联网300强	服务设计	5
2626	27	本科及以上	3-5年	25-35k·14薪	2020年04月22日	服务器SDK TPM	北京	旷视科技	https://www.liepin.com/job/1927673187.shtml	https://www.liepin.com/company/7858396/	65	2018互联网300强	服务设计	5
2627	28	学历不限	5-10年	面议	2020年04月22日	阿里云智能-政府解决方案架构师-网信行业-北京	杭州	阿里巴巴	https://www.liepin.com/job/1927673171.shtml	https://www.liepin.com/company/1072424/	65	2018互联网300强	服务设计	5
2628	29	学历不限	3-5年	面议	2020年04月22日	数字供应链事业部-技术专家-支持与运维方向	杭州	阿里巴巴	https://www.liepin.com/job/1927667553.shtml	https://www.liepin.com/company/1072424/	65	2018互联网300强	服务设计	5
2629	30	学历不限	5-10年	面议	2020年04月22日	数字供应链事业部-商品供应链专家-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927666615.shtml	https://www.liepin.com/company/1072424/	65	2018互联网300强	服务设计	5
2630	31	学历不限	5-10年	面议	2020年04月22日	阿里云智能事业群-后端研发专家-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927664275.shtml	https://www.liepin.com/company/1072424/	65	2018互联网300强	服务设计	5
2631	32	学历不限	5-10年	面议	2020年04月22日	数字供应链事业部-高级设计产品专家-UED	杭州	阿里巴巴	https://www.liepin.com/job/1927664273.shtml	https://www.liepin.com/company/1072424/	65	2018互联网300强	服务设计	5
2632	33	统招本科	5-10年	面议	2020年04月22日	技术项目经理（TPM）	北京	旷视科技	https://www.liepin.com/job/1927663715.shtml	https://www.liepin.com/company/7858396/	65	2018互联网300强	服务设计	5
2633	34	学历不限	5-10年	面议	2020年04月22日	数字供应链事业部-资深技术专家-国际化中台	杭州	阿里巴巴	https://www.liepin.com/job/1927663547.shtml	https://www.liepin.com/company/1072424/	65	2018互联网300强	服务设计	5
2634	35	学历不限	5-10年	面议	2020年04月22日	数字供应链事业部-资深技术专家-全行业特种兵	杭州	阿里巴巴	https://www.liepin.com/job/1927663545.shtml	https://www.liepin.com/company/1072424/	65	2018互联网300强	服务设计	5
2635	36	学历不限	5-10年	面议	2020年04月22日	数字供应链事业部-高级技术专家-国际化业务	杭州	阿里巴巴	https://www.liepin.com/job/1927663543.shtml	https://www.liepin.com/company/1072424/	65	2018互联网300强	服务设计	5
2636	37	学历不限	5-10年	面议	2020年04月22日	数字供应链事业部-高级技术专家-成本及损益优化	杭州	阿里巴巴	https://www.liepin.com/job/1927662717.shtml	https://www.liepin.com/company/1072424/	65	2018互联网300强	服务设计	5
2637	38	学历不限	5-10年	面议	2020年04月22日	数字供应链事业部-平台解决方案架构师	杭州	阿里巴巴	https://www.liepin.com/job/1927661467.shtml	https://www.liepin.com/company/1072424/	65	2018互联网300强	服务设计	5
2638	39	学历不限	5-10年	面议	2020年04月22日	数字供应链事业部-资深技术专家-库存计划域架构师	杭州	阿里巴巴	https://www.liepin.com/job/1927660809.shtml	https://www.liepin.com/company/1072424/	65	2018互联网300强	服务设计	5
2639	40	学历不限	5-10年	面议	2020年04月22日	数字供应链事业部-高级技术专家-库存计划域架构师	杭州	阿里巴巴	https://www.liepin.com/job/1927660801.shtml	https://www.liepin.com/company/1072424/	65	2018互联网300强	服务设计	5
2640	1	学历不限	5-10年	面议	2020年04月22日	数字供应链事业部-高级技术专家-经营计划技术架构师	杭州	阿里巴巴	https://www.liepin.com/job/1927660027.shtml	https://www.liepin.com/company/1072424/	66	2018互联网300强	服务设计	6
2641	2	学历不限	5-10年	面议	2020年04月22日	数字供应链事业部-资深技术专家-技术&业务架构师	杭州	阿里巴巴	https://www.liepin.com/job/1927659341.shtml	https://www.liepin.com/company/1072424/	66	2018互联网300强	服务设计	6
2642	3	学历不限	5-10年	面议	2020年04月22日	数字供应链事业部-高级技术专家-全行业	杭州	阿里巴巴	https://www.liepin.com/job/1927659335.shtml	https://www.liepin.com/company/1072424/	66	2018互联网300强	服务设计	6
2643	4	学历不限	5-10年	面议	2020年04月22日	数字供应链事业部-高级技术专家-服务化	杭州	阿里巴巴	https://www.liepin.com/job/1927659327.shtml	https://www.liepin.com/company/1072424/	66	2018互联网300强	服务设计	6
2644	5	学历不限	5-10年	面议	2020年04月22日	数字供应链事业部-高级技术专家-业务架构师	杭州	阿里巴巴	https://www.liepin.com/job/1927659323.shtml	https://www.liepin.com/company/1072424/	66	2018互联网300强	服务设计	6
2645	6	学历不限	5-10年	面议	2020年04月22日	数字供应链事业部-资深技术专家-财务全链路架构师	杭州	阿里巴巴	https://www.liepin.com/job/1927659321.shtml	https://www.liepin.com/company/1072424/	66	2018互联网300强	服务设计	6
2646	7	学历不限	3-5年	面议	2020年04月22日	数字供应链事业部-技术专家-新零售终端技术	杭州	阿里巴巴	https://www.liepin.com/job/1927657499.shtml	https://www.liepin.com/company/1072424/	66	2018互联网300强	服务设计	6
2647	8	本科及以上	5-10年	25-45k·15薪	2020年04月22日	服务标准化运营专家	北京	Baidu	https://www.liepin.com/job/1927458759.shtml	https://www.liepin.com/company/884492/	66	2018互联网300强	服务设计	6
2648	9	本科及以上	3-5年	25-33k·12薪	2020年04月22日	运维平台研发工程师(J200409018)		滴滴	https://www.liepin.com/job/1927347599.shtml	https://www.liepin.com/company/8076624/	66	2018互联网300强	服务设计	6
2649	10	统招本科	5-10年	35-55k·13薪	2020年04月22日	C++/Go高级研发工程师		理想汽车	https://www.liepin.com/job/1927332663.shtml	https://www.liepin.com/company/8572825/	66	2018互联网300强	服务设计	6
2650	11	统招本科	3-5年	面议	2020年04月22日	JAVA开发工程师(J11269)	上海-张江	阅文集团	https://www.liepin.com/job/1927175653.shtml	https://www.liepin.com/company/8166451/	66	2018互联网300强	服务设计	6
2651	12	学历不限	3-5年	15-30k·12薪	2020年04月22日	3D动画IT	上海-张江	阅文集团	https://www.liepin.com/job/1926810923.shtml	https://www.liepin.com/company/8166451/	66	2018互联网300强	服务设计	6
2652	13	大专及以上	5-10年	45-60k·12薪	2020年04月22日	数据库技术专家	深圳	华为	https://www.liepin.com/job/1926528155.shtml	https://www.liepin.com/company/954482/	66	2018互联网300强	服务设计	6
2653	14	本科及以上	3-5年	面议	2020年04月22日	区块链系统工程师-798087749942	深圳	华为	https://www.liepin.com/job/1925507417.shtml	https://www.liepin.com/company/954482/	66	2018互联网300强	服务设计	6
2654	15	统招本科	5-10年	20-30k·14薪	2020年04月22日	京造大客户运营经理		京东商城	https://www.liepin.com/job/1925360299.shtml	https://www.liepin.com/company/9747025/	66	2018互联网300强	服务设计	6
2655	16	本科及以上	1-3年	12-18k·13薪	2020年04月22日	流程产品经理	上海	携程	https://www.liepin.com/job/1915652509.shtml	https://www.liepin.com/company/182339/	66	2018互联网300强	服务设计	6
2656	17	本科及以上	1-3年	17-33k·12薪	2020年04月21日	学习发展专家（新业务）(J200327004)	杭州	滴滴	https://www.liepin.com/job/1927087889.shtml	https://www.liepin.com/company/8076624/	66	2018互联网300强	服务设计	6
2657	18	本科及以上	5-10年	27-67k·12薪	2020年04月21日	体验设计专家(J191112006)	杭州	滴滴	https://www.liepin.com/job/1926988715.shtml	https://www.liepin.com/company/8076624/	66	2018互联网300强	服务设计	6
2658	19	学历不限	3-5年	面议	2020年04月21日	钉钉(DingTalk)-服务端（JAVA/C++）技术专家-音视频	杭州	阿里巴巴	https://www.liepin.com/job/1927394415.shtml	https://www.liepin.com/company/1072424/	66	2018互联网300强	服务设计	6
2659	20	学历不限	3-5年	面议	2020年04月21日	蚂蚁金服-安全服务体验专家-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1920988201.shtml	https://www.liepin.com/company/1072424/	66	2018互联网300强	服务设计	6
2660	21	统招本科	3-5年	面议	2020年04月21日	PaaS研发工程师	上海-周家嘴路	UCloud	https://www.liepin.com/job/1915021013.shtml	https://www.liepin.com/company/7012417/	66	2018互联网300强	服务设计	6
2661	22	本科及以上	3-5年	15-29k·12薪	2020年04月21日	租车技术JAVA研发工程师(J200421003)	杭州	滴滴	https://www.liepin.com/job/1927621341.shtml	https://www.liepin.com/company/8076624/	66	2018互联网300强	服务设计	6
2662	23	学历不限	5-10年	面议	2020年04月21日	集团客户体验事业部-服务体验专家-资源运营管理	杭州	阿里巴巴	https://www.liepin.com/job/1927619995.shtml	https://www.liepin.com/company/1072424/	66	2018互联网300强	服务设计	6
2663	24	学历不限	5-10年	面议	2020年04月21日	人力资源部-HRSSC 服务台leader-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927617333.shtml	https://www.liepin.com/company/1072424/	66	2018互联网300强	服务设计	6
2664	25	学历不限	3-5年	面议	2020年04月21日	蚂蚁集团-数据研发（高级）专家-（支付线）	杭州	阿里巴巴	https://www.liepin.com/job/1927614055.shtml	https://www.liepin.com/company/1072424/	66	2018互联网300强	服务设计	6
2665	26	学历不限	3-5年	面议	2020年04月21日	蚂蚁集团-数据研发（高级）专家-（数字金融方向）	杭州	阿里巴巴	https://www.liepin.com/job/1927613379.shtml	https://www.liepin.com/company/1072424/	66	2018互联网300强	服务设计	6
2666	27	学历不限	5-10年	面议	2020年04月21日	阿里云智能-政府解决方案架构师-市场监管-北京	杭州	阿里巴巴	https://www.liepin.com/job/1927600817.shtml	https://www.liepin.com/company/1072424/	66	2018互联网300强	服务设计	6
2667	28	统招本科	5-10年	面议	2020年04月21日	平台架构师	北京	泰康在线财产保险股份有限公司	https://www.liepin.com/job/1927508699.shtml	https://www.liepin.com/company/8639521/	66	2018互联网300强	服务设计	6
2668	29	学历不限	5-10年	面议	2020年04月21日	钉钉(DingTalk)-高级大数据研发专家-研发中心	杭州	阿里巴巴	https://www.liepin.com/job/1927395629.shtml	https://www.liepin.com/company/1072424/	66	2018互联网300强	服务设计	6
2669	30	学历不限	5-10年	面议	2020年04月21日	钉钉(Dingtalk)-高级音视频技术专家-音视频	杭州	阿里巴巴	https://www.liepin.com/job/1927394647.shtml	https://www.liepin.com/company/1072424/	66	2018互联网300强	服务设计	6
2670	31	学历不限	5-10年	面议	2020年04月21日	钉钉(DingTalk)-（高级）金融产品专家-企业金融	杭州	阿里巴巴	https://www.liepin.com/job/1927394427.shtml	https://www.liepin.com/company/1072424/	66	2018互联网300强	服务设计	6
2671	32	学历不限	5-10年	面议	2020年04月21日	阿里汽车-汽车产品经理-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927332305.shtml	https://www.liepin.com/company/1072424/	66	2018互联网300强	服务设计	6
2672	33	学历不限	5-10年	面议	2020年04月21日	人力资源部-HRSSC 服务台专家/高级专家-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1927262537.shtml	https://www.liepin.com/company/1072424/	66	2018互联网300强	服务设计	6
2673	34	统招本科	3-5年	面议	2020年04月21日	PHP高级工程师	长沙-岳麓区	蜜莱坞网络	https://www.liepin.com/job/1927004875.shtml	https://www.liepin.com/company/8488417/	66	2018互联网300强	服务设计	6
2674	35	统招本科	3-5年	15-20k·12薪	2020年04月21日	高级软件开发工程师（C/C++）-智慧城市BG-合肥	合肥-高新区	科大讯飞	https://www.liepin.com/job/1924723223.shtml	https://www.liepin.com/company/4454894/	66	2018互联网300强	服务设计	6
2675	36	本科及以上	1-3年	10-20k·12薪	2020年04月21日	健康险产品经理		泰康在线财产保险股份有限公司	https://www.liepin.com/job/1923722309.shtml	https://www.liepin.com/company/8639521/	66	2018互联网300强	服务设计	6
2676	37	统招本科	3-5年	30-35k·12薪	2020年04月21日	高级java开发工程师		滴滴	https://www.liepin.com/job/1923289881.shtml	https://www.liepin.com/company/8076624/	66	2018互联网300强	服务设计	6
2677	38	本科及以上	3-5年	33-67k·12薪	2020年04月21日	高级/资深服务端研发工程师(J190611026)		滴滴	https://www.liepin.com/job/1920665353.shtml	https://www.liepin.com/company/8076624/	66	2018互联网300强	服务设计	6
2678	39	统招本科	3-5年	面议	2020年04月21日	高级容器服务研发工程师	上海	UCloud	https://www.liepin.com/job/1919553765.shtml	https://www.liepin.com/company/7012417/	66	2018互联网300强	服务设计	6
2679	40	统招本科	3-5年	面议	2020年04月21日	SRE/Devops工程师	上海-杨浦区	UCloud	https://www.liepin.com/job/1917859273.shtml	https://www.liepin.com/company/7012417/	66	2018互联网300强	服务设计	6
2680	1	学历不限	5-10年	面议	2020年04月21日	蚂蚁集团-业务体验专家-杭州	杭州	阿里巴巴	https://www.liepin.com/job/1917810893.shtml	https://www.liepin.com/company/1072424/	67	2018互联网300强	服务设计	7
2681	2	统招本科	5-10年	面议	2020年04月21日	资深Java开发工程师	上海-杨浦区	UCloud	https://www.liepin.com/job/1917544299.shtml	https://www.liepin.com/company/7012417/	67	2018互联网300强	服务设计	7
2682	3	统招本科	3-5年	面议	2020年04月21日	Golang后台开发工程师(IOT)	上海-杨浦区	UCloud	https://www.liepin.com/job/1917283203.shtml	https://www.liepin.com/company/7012417/	67	2018互联网300强	服务设计	7
2683	4	统招本科	3-5年	面议	2020年04月21日	资深数据库内核开发工程师	上海-杨浦区	UCloud	https://www.liepin.com/job/1917283201.shtml	https://www.liepin.com/company/7012417/	67	2018互联网300强	服务设计	7
2684	5	统招本科	3-5年	面议	2020年04月21日	后台开发工程师（Golong）	上海-杨浦区	UCloud	https://www.liepin.com/job/1917283179.shtml	https://www.liepin.com/company/7012417/	67	2018互联网300强	服务设计	7
2685	6	统招本科	3-5年	面议	2020年04月21日	容器服务研发工程师	上海-杨浦区	UCloud	https://www.liepin.com/job/1916725051.shtml	https://www.liepin.com/company/7012417/	67	2018互联网300强	服务设计	7
2686	7	本科及以上	5-10年	30-60k·12薪	2020年04月21日	资深流媒体编解码开发工程师	北京	蜜莱坞网络	https://www.liepin.com/job/1916418631.shtml	https://www.liepin.com/company/8488417/	67	2018互联网300强	服务设计	7
2687	8	统招本科	3-5年	面议	2020年04月21日	容器服务研发工程师	上海-周家嘴路	UCloud	https://www.liepin.com/job/1915021024.shtml	https://www.liepin.com/company/7012417/	67	2018互联网300强	服务设计	7
2688	9	统招本科	3-5年	面议	2020年04月21日	数据库研发专家	上海-周家嘴路	UCloud	https://www.liepin.com/job/1915021004.shtml	https://www.liepin.com/company/7012417/	67	2018互联网300强	服务设计	7
2689	10	学历不限	5-10年	35-50k·12薪	2020年04月21日	go开发工程师	北京-望京	蜜莱坞网络	https://www.liepin.com/job/1914476841.shtml	https://www.liepin.com/company/8488417/	67	2018互联网300强	服务设计	7
2690	11	大专及以上	5-10年	15-30k·12薪	2020年04月21日	高级java开发工程师		众安在线财产保险	https://www.liepin.com/job/1914440742.shtml	https://www.liepin.com/company/7962446/	67	2018互联网300强	服务设计	7
2691	12	本科及以上	10年以上	面议	2020年04月20日	阿里云智能事业群-泛零售高级解决方案架构师-北京	北京	阿里巴巴	https://www.liepin.com/job/1927601399.shtml	https://www.liepin.com/company/1072424/	67	2018互联网300强	服务设计	7
2692	13	学历不限	5-10年	面议	2020年04月20日	阿里云智能事业群-公共云TAM-杭州，北京，上海，广州，成都	杭州	阿里巴巴	https://www.liepin.com/job/1927595401.shtml	https://www.liepin.com/company/1072424/	67	2018互联网300强	服务设计	7
2693	14	统招本科	3-5年	25-35k·15薪	2020年04月20日	移动端产品设计师	北京	北京转转精神科技有限责任公司	https://www.liepin.com/job/1927593539.shtml	https://www.liepin.com/company/9447410/	67	2018互联网300强	服务设计	7
2694	15	本科及以上	3-5年	15-20k·16薪	2020年04月20日	KA商家服务运营	杭州-西湖区	阿里巴巴	https://www.liepin.com/job/1927576475.shtml	https://www.liepin.com/company/8679040/	67	2018互联网300强	服务设计	7
2695	16	本科及以上	5-10年	面议	2020年04月20日	高级软件开发工程师	北京-西三旗	旷视科技	https://www.liepin.com/job/1927515707.shtml	https://www.liepin.com/company/7858396/	67	2018互联网300强	服务设计	7
2696	17	学历不限	5-10年	面议	2020年04月20日	阿里云智能事业部-实时流媒体技术专家-杭州/上海	杭州	阿里巴巴	https://www.liepin.com/job/1927444795.shtml	https://www.liepin.com/company/1072424/	67	2018互联网300强	服务设计	7
2697	18	学历不限	5-10年	面议	2020年04月20日	CBU-高级用户运营专家	杭州	阿里巴巴	https://www.liepin.com/job/1927411689.shtml	https://www.liepin.com/company/1072424/	67	2018互联网300强	服务设计	7
2698	19	学历不限	5-10年	面议	2020年04月19日	集团客户体验事业部-服务体验专家-关键体验保障-商家逆向服务运营	南京	阿里巴巴	https://www.liepin.com/job/1927267945.shtml	https://www.liepin.com/company/1072424/	67	2018互联网300强	服务设计	7
2699	20	学历不限	3-5年	面议	2020年04月19日	友盟-Java开发专家/架构师	杭州	阿里巴巴	https://www.liepin.com/job/1927569709.shtml	https://www.liepin.com/company/1072424/	67	2018互联网300强	服务设计	7
2700	21	本科及以上	5-10年	面议	2020年04月18日	高级营销总监（市场洞察）-797997769945	北京	华为	https://www.liepin.com/job/1926514777.shtml	https://www.liepin.com/company/954482/	67	2018互联网300强	服务设计	7
2701	22	本科及以上	5-10年	面议	2020年04月18日	高级营销总监（DG&IMC）-797997799997	北京	华为	https://www.liepin.com/job/1926328025.shtml	https://www.liepin.com/company/954482/	67	2018互联网300强	服务设计	7
2702	23	本科及以上	经验不限	13-26k·12薪	2020年04月18日	java软件工程师	深圳	华为	https://www.liepin.com/job/1927551307.shtml	https://www.liepin.com/company/954482/	67	2018互联网300强	服务设计	7
2703	24	学历不限	5-10年	面议	2020年04月18日	钉钉(DingTalk)-解决方案架构师-IM PaaS	杭州	阿里巴巴	https://www.liepin.com/job/1927445055.shtml	https://www.liepin.com/company/1072424/	67	2018互联网300强	服务设计	7
2704	25	本科及以上	5-10年	面议	2020年04月18日	投标与网络设计高级专家-797996769996	北京	华为	https://www.liepin.com/job/1927169115.shtml	https://www.liepin.com/company/954482/	67	2018互联网300强	服务设计	7
2705	26	本科及以上	5-10年	面议	2020年04月18日	投标与网络设计高级专家-797996769985	北京	华为	https://www.liepin.com/job/1927168795.shtml	https://www.liepin.com/company/954482/	67	2018互联网300强	服务设计	7
2706	27	本科及以上	5-10年	面议	2020年04月18日	专家-797998809952	廊坊	华为	https://www.liepin.com/job/1926327893.shtml	https://www.liepin.com/company/954482/	67	2018互联网300强	服务设计	7
