	rank	edu	经验	薪水	时间	职称	公司地点	公司名称	链结	公司URL	tag_display	i	keyword
0	1	统招本科	5-10年	面议	2020年04月02日	华为云物联网(IoT)云服务高级产品经理	深圳	华为	https://www.liepin.com/job/1927186835.shtml	https://www.liepin.com/company/954482/	独角兽	58	全栈设计
1	2	统招本科	经验不限	面议	2020年02月18日	Web开发工程师-“华为精英研发项目”	深圳-龙岗区	华为	https://www.liepin.com/job/1926105967.shtml	https://www.liepin.com/company/954482/	独角兽	58	全栈设计
2	3	统招本科	经验不限	面议	2020年02月18日	软件开发工程师-“华为精英研发项目”	深圳-龙岗区	华为	https://www.liepin.com/job/1926105729.shtml	https://www.liepin.com/company/954482/	独角兽	58	全栈设计
