	i	sn	stats_code	size_htm
993	993	1919972145	200	97502
994	994	1920002121	200	86558
995	995	1920032181	200	92877
996	996	1920033507	200	32361
997	997	1920039449	200	94593
998	998	1920052355	200	94907
999	999	1920054075	200	98897
1000	1000	1920060487	200	91703
1001	1001	1920066869	200	99643
1002	1002	1920076841	200	96399
1003	1003	1920077039	200	101988
1004	1004	1920079367	200	100699
1005	1005	1920089733	200	93449
1006	1006	1920097181	200	94105
1007	1007	1920103689	200	94700
1008	1008	1920104001	200	95939
1009	1009	1920106561	200	95504
1010	1010	1920107415	200	93524
1011	1011	1920120323	200	94777
1012	1012	1920122829	200	95585
1013	1013	1920124165	200	103403
1014	1014	1920136551	200	96895
1015	1015	1920138815	200	100188
1016	1016	1920139445	200	97806
1017	1017	192013957	200	96350
1018	1018	1920145621	200	80600
1019	1019	1920148845	200	98584
1020	1020	1920151061	200	98553
1021	1021	1920152909	200	96858
1022	1022	1920159171	200	95558
1023	1023	1920159173	200	93769
1024	1024	1920161515	200	94839
1025	1025	1920161537	200	91968
1026	1026	1920164023	200	95243
1027	1027	1920179035	200	99428
1028	1028	1920190875	200	97915
1029	1029	1920191479	200	96006
1030	1030	1920221273	200	98752
1031	1031	1920229861	200	95059
1032	1032	1920231971	200	95500
1033	1033	1920236653	200	98075
1034	1034	1920236763	200	97530
1035	1035	1920242999	200	90974
1036	1036	1920253191	200	99156
1037	1037	1920264171	200	99554
1038	1038	1920264913	200	32366
1039	1039	1920265379	200	84009
1040	1040	1920273201	200	71451
1041	1041	1920273851	200	95291
1042	1042	1920273901	200	97469
1043	1043	1920274613	200	96681
1044	1044	1920274675	200	97558
1045	1045	1920294017	200	91680
1046	1046	1920296369	200	98549
1047	1047	1920301909	200	98200
1048	1048	1920302863	200	97619
1049	1049	1920305913	200	95584
1050	1050	1920306677	200	97792
1051	1051	1920314115	200	103245
1052	1052	1920367491	200	82541
1053	1053	1920376339	200	98329
1054	1054	1920378437	200	96213
1055	1055	1920378885	200	98907
1056	1056	1920379055	200	93534
1057	1057	1920390709	200	97421
1058	1058	1920411863	200	97299
1059	1059	1920414775	200	97769
1060	1060	1920424763	200	77309
1061	1061	1920438433	200	102309
1062	1062	1920441131	200	92480
1063	1063	1920441783	200	97897
1064	1064	1920442521	200	93133
1065	1065	1920450803	200	99323
1066	1066	1920461701	200	96148
1067	1067	1920469145	200	93102
1068	1068	1920478253	200	94512
1069	1069	1920480065	200	97575
1070	1070	1920480263	200	98650
1071	1071	1920482959	200	97875
1072	1072	1920483161	200	97449
1073	1073	1920483841	200	96723
1074	1074	1920498655	200	98997
1075	1075	1920515031	200	97399
1076	1076	1920520195	200	95069
1077	1077	1920522523	200	95215
1078	1078	1920523613	200	32464
1079	1079	1920523909	200	32339
1080	1080	1920536333	200	78119
1081	1081	1920545733	200	84350
1082	1082	1920548953	200	93819
1083	1083	1920556423	200	92320
1084	1084	1920561619	200	90071
1085	1085	1920581137	200	95239
1086	1086	1920581967	200	93201
1087	1087	1920596939	200	92108
1088	1088	1920604265	200	97993
1089	1089	1920611109	200	93678
1090	1090	1920614885	200	101901
1091	1091	1920615685	200	93717
1092	1092	1920628155	200	94413
1093	1093	1920629119	200	97697
1094	1094	1920642157	200	97335
1095	1095	1920642651	200	95795
1096	1096	1920644583	200	95682
1097	1097	1920645269	200	94720
1098	1098	1920648887	200	97421
1099	1099	1920657403	200	97646
1100	1100	1920658363	200	97108
1101	1101	1920658537	200	97354
1102	1102	1920665353	200	94923
1103	1103	1920665911	200	93246
1104	1104	1920665913	200	94117
1105	1105	1920665915	200	94580
1106	1106	1920670025	200	98201
1107	1107	1920680461	200	92376
1108	1108	1920680795	200	94811
1109	1109	1920684509	200	97496
1110	1110	1920684523	200	98530
1111	1111	1920684525	200	96311
1112	1112	1920688233	200	95137
1113	1113	1920690143	200	92749
1114	1114	1920707741	200	97333
1115	1115	1920708101	200	95157
1116	1116	1920708117	200	97365
1117	1117	1920710417	200	86780
1118	1118	1920711117	200	96161
1119	1119	1920718101	200	97682
1120	1120	1920723247	200	89339
1121	1121	1920723253	200	90459
1122	1122	1920723429	200	95873
1123	1123	1920723431	200	96769
1124	1124	1920723787	200	81713
1125	1125	1920724713	200	95443
1126	1126	1920724719	200	96434
1127	1127	1920724729	200	99347
1128	1128	1920724731	200	98978
1129	1129	1920724735	200	99183
1130	1130	1920724737	200	95132
1131	1131	1920754209	200	94043
1132	1132	1920754717	200	98353
1133	1133	1920757079	200	98886
1134	1134	1920757797	200	95801
1135	1135	1920763213	200	97567
1136	1136	1920769463	200	72560
1137	1137	1920772767	200	99581
1138	1138	1920774139	200	97300
1139	1139	1920774199	200	96443
1140	1140	1920776513	200	96115
1141	1141	1920803361	200	98275
1142	1142	1920811749	200	75987
1143	1143	1920828393	200	95420
1144	1144	1920832403	200	96474
1145	1145	1920844567	200	97155
1146	1146	1920845695	200	93703
1147	1147	1920845793	200	93040
1148	1148	1920861227	200	93417
1149	1149	1920862065	200	81027
1150	1150	1920878801	200	99462
1151	1151	1920883189	200	94365
1152	1152	1920885947	200	93576
1153	1153	1920898121	200	95204
1154	1154	1920911475	200	93118
1155	1155	1920911495	200	94744
1156	1156	1920923635	200	90811
1157	1157	1920926535	200	93192
1158	1158	1920932975	200	95166
1159	1159	1920933303	200	95568
1160	1160	1920946031	200	102242
1161	1161	1920958023	200	97810
1162	1162	1920958031	200	100480
1163	1163	1920958039	200	97526
1164	1164	1920960039	200	97316
1165	1165	1920961813	200	93253
1166	1166	1920963389	200	95501
1167	1167	1920966323	200	97449
1168	1168	1920968067	200	96185
1169	1169	1920969911	200	99428
1170	1170	1920970781	200	99982
1171	1171	1920975015	200	88656
1172	1172	1920981095	200	96315
1173	1173	1920988201	200	78216
1174	1174	1921005677	200	95903
1175	1175	1921006007	200	96036
1176	1176	1921010619	200	89920
1177	1177	1921013529	200	92987
1178	1178	1921014881	200	92935
1179	1179	1921035545	200	96072
1180	1180	1921040387	200	92666
1181	1181	1921042123	200	92071
1182	1182	1921042269	200	91582
1183	1183	1921068867	200	84928
1184	1184	1921073939	200	94960
1185	1185	1921076681	200	92256
1186	1186	1921076719	200	93209
1187	1187	1921080803	200	95225
1188	1188	1921080805	200	95621
1189	1189	1921080807	200	95941
1190	1190	1921083017	200	97146
1191	1191	1921092373	200	98816
1192	1192	1921092535	200	91939
1193	1193	1921097025	200	92933
1194	1194	1921099921	200	95296
1195	1195	1921112973	200	90356
1196	1196	1921156701	200	92492
1197	1197	1921188389	200	98044
1198	1198	1921198729	200	100172
1199	1199	1921199699	200	100408
1200	1200	1921206631	200	98042
1201	1201	1921208339	200	99575
1202	1202	1921209001	200	94392
1203	1203	1921211017	200	98905
1204	1204	1921212037	200	99797
1205	1205	1921214359	200	96932
1206	1206	1921238177	200	94190
1207	1207	1921245283	200	93711
1208	1208	1921247833	200	98887
1209	1209	1921253831	200	94925
1210	1210	1921254223	200	95562
1211	1211	1921254779	200	95792
1212	1212	1921257211	200	95343
1213	1213	1921279419	200	99365
1214	1214	1921279421	200	99116
1215	1215	1921281613	200	93994
1216	1216	1921282803	200	98026
1217	1217	1921282805	200	97440
1218	1218	1921291775	200	94858
1219	1219	1921295453	200	99383
1220	1220	1921295667	200	96807
1221	1221	1921297769	200	95882
1222	1222	1921313411	200	94594
1223	1223	1921314693	200	94694
1224	1224	1921319929	200	77807
1225	1225	1921326559	200	98430
1226	1226	1921327851	200	97597
1227	1227	1921338717	200	97216
1228	1228	1921341731	200	96367
1229	1229	1921341793	200	32129
1230	1230	1921350223	200	94270
1231	1231	1921350225	200	95972
1232	1232	1921371987	200	98656
1233	1233	1921373163	200	97209
1234	1234	1921381745	200	90876
1235	1235	1921381747	200	92345
1236	1236	1921381749	200	92423
1237	1237	1921410267	200	94671
1238	1238	1921421167	200	93369
1239	1239	1921424429	200	95923
1240	1240	1921428649	200	98253
1241	1241	1921429281	200	98078
1242	1242	1921429819	200	98213
1243	1243	1921430271	200	94240
1244	1244	1921430817	200	97420
1245	1245	1921438589	200	94334
1246	1246	1921452309	200	97106
1247	1247	1921455953	200	97403
1248	1248	1921456135	200	100187
1249	1249	1921456533	200	101175
1250	1250	1921460429	200	80453
1251	1251	1921464543	200	96139
1252	1252	1921464545	200	95864
1253	1253	1921464547	200	96412
1254	1254	1921464549	200	95870
1255	1255	1921464551	200	97547
1256	1256	1921464553	200	98272
1257	1257	1921494595	200	100818
1258	1258	1921499031	200	89037
1259	1259	1921500889	200	92936
1260	1260	1921507327	200	81551
1261	1261	1921530801	200	86057
1262	1262	1921532215	200	92582
1263	1263	1921532225	200	96011
1264	1264	1921533861	200	95297
1265	1265	1921533863	200	94503
1266	1266	1921537617	200	98096
1267	1267	1921539051	200	95746
1268	1268	1921548319	200	94907
1269	1269	1921548447	200	94561
1270	1270	1921548703	200	94346
1271	1271	1921555815	200	96971
1272	1272	1921571249	200	95388
1273	1273	1921587513	200	96151
1274	1274	1921587537	200	102044
1275	1275	1921591667	200	97270
1276	1276	1921592755	200	95629
1277	1277	1921594959	200	97556
1278	1278	1921596181	200	99107
1279	1279	1921615933	200	96485
1280	1280	1921621447	200	93540
1281	1281	1921622875	200	99595
1282	1282	1921630605	200	92608
1283	1283	1921631097	200	98519
1284	1284	1921634205	200	94203
1285	1285	1921638529	200	97082
1286	1286	1921642325	200	94855
1287	1287	1921651875	200	97122
1288	1288	1921657309	200	96054
1289	1289	1921658599	200	98144
1290	1290	1921659403	200	100100
1291	1291	1921661643	200	100345
1292	1292	1921663759	200	94681
1293	1293	1921670121	200	97269
1294	1294	1921670837	200	83002
1295	1295	1921670873	200	91117
1296	1296	1921679941	200	96989
1297	1297	1921679973	200	94902
1298	1298	1921689185	200	98016
1299	1299	1921695949	200	94527
1300	1300	1921698853	200	95508
1301	1301	1921699019	200	94784
1302	1302	1921710237	200	97171
1303	1303	1921711139	200	95821
1304	1304	1921727509	200	87675
1305	1305	1921745743	200	95369
1306	1306	1921749745	200	99231
1307	1307	1921750177	200	99347
1308	1308	1921766199	200	92559
1309	1309	1921787171	200	97056
1310	1310	1921823287	200	31821
1311	1311	1921824983	200	96394
1312	1312	1921825141	200	96391
1313	1313	1921826863	200	95310
1314	1314	1921844031	200	97530
1315	1315	1921845419	200	91390
1316	1316	1921845471	200	88980
1317	1317	1921845509	200	92082
1318	1318	1921852983	200	92125
1319	1319	1921875445	200	97607
1320	1320	1921888895	200	91225
1321	1321	1921888915	200	79609
1322	1322	1921894977	200	98861
1323	1323	1921897691	200	94344
1324	1324	1921899465	200	100698
1325	1325	1921900777	200	94796
1326	1326	1921924029	200	98063
1327	1327	1921929981	200	103250
1328	1328	1921930253	200	104007
1329	1329	1921932529	200	101208
1330	1330	1921932625	200	101312
1331	1331	1921932699	200	102087
1332	1332	1921932909	200	96971
1333	1333	1921933023	200	95256
1334	1334	1921936577	200	91902
1335	1335	1921936751	200	99431
1336	1336	1921940677	200	96838
1337	1337	1921941359	200	93133
1338	1338	1921943257	200	93601
1339	1339	1921975197	200	98175
1340	1340	1921976653	200	97457
1341	1341	1921980319	200	96281
1342	1342	1921984275	200	98968
1343	1343	1921985113	200	100129
1344	1344	1921998239	200	94955
1345	1345	1921998521	200	90124
1346	1346	1921999129	200	97689
1347	1347	1921999147	200	98199
1348	1348	1921999605	200	98701
1349	1349	1922001817	200	94029
1350	1350	1922010875	200	98147
1351	1351	1922022505	200	94705
1352	1352	1922025711	200	96010
1353	1353	1922029669	200	96253
1354	1354	1922031353	200	96984
1355	1355	1922036385	200	95038
1356	1356	1922040573	200	87534
1357	1357	1922061081	200	100714
1358	1358	1922061799	200	97077
1359	1359	1922062681	200	97431
1360	1360	1922063957	200	94575
1361	1361	1922066689	200	96667
1362	1362	1922073545	200	92172
1363	1363	1922075299	200	98561
1364	1364	1922083681	200	96111
1365	1365	1922086081	200	80575
1366	1366	1922086307	200	96462
1367	1367	1922087949	200	92511
1368	1368	1922102843	200	99452
1369	1369	1922106267	200	93697
1370	1370	1922117063	200	94880
1371	1371	1922123313	200	96418
1372	1372	1922123331	200	98763
1373	1373	1922126347	200	94554
1374	1374	1922132517	200	93644
1375	1375	1922150073	200	98368
1376	1376	1922161301	200	93833
1377	1377	1922167737	200	73593
1378	1378	1922167749	200	86489
1379	1379	1922167753	200	91587
1380	1380	1922167755	200	85428
1381	1381	1922171483	200	93472
1382	1382	1922187471	200	74112
1383	1383	1922193383	200	96523
1384	1384	1922194017	200	94427
1385	1385	1922194787	200	89395
1386	1386	1922204623	200	101068
1387	1387	1922205123	200	96744
1388	1388	1922209259	200	95890
1389	1389	1922219301	200	91748
1390	1390	1922222093	200	31902
1391	1391	1922226341	200	93919
1392	1392	1922226441	200	98935
1393	1393	1922226563	200	93336
1394	1394	1922227395	200	97123
1395	1395	1922250649	200	97584
1396	1396	1922255273	200	96385
1397	1397	1922264399	200	94778
1398	1398	1922264903	200	95437
1399	1399	1922266903	200	93584
1400	1400	1922272535	200	96697
1401	1401	1922273375	200	91290
1402	1402	1922292225	200	97924
1403	1403	1922296377	200	95577
1404	1404	1922305003	200	100280
1405	1405	1922305479	200	96059
1406	1406	1922313957	200	97079
1407	1407	1922315365	200	96545
1408	1408	1922315507	200	99442
1409	1409	1922315793	200	88252
1410	1410	1922317891	200	96517
1411	1411	1922317897	200	95469
1412	1412	1922337065	200	99637
1413	1413	1922339953	200	94897
1414	1414	1922348775	200	101576
1415	1415	1922355719	200	96366
1416	1416	1922357673	200	82624
1417	1417	1922359739	200	94540
1418	1418	1922377959	200	95283
1419	1419	1922378485	200	94558
1420	1420	1922381911	200	95942
1421	1421	1922391341	200	99185
1422	1422	1922392827	200	89924
1423	1423	1922397133	200	99736
1424	1424	1922413641	200	82447
1425	1425	1922423377	200	99778
1426	1426	1922431857	200	95870
1427	1427	1922441203	200	96357
1428	1428	1922446867	200	98271
1429	1429	1922472523	200	100126
1430	1430	1922473853	200	99366
1431	1431	1922474641	200	99537
1432	1432	1922474735	200	94233
1433	1433	1922475681	200	91417
1434	1434	1922475683	200	84921
1435	1435	1922475809	200	91797
1436	1436	1922475827	200	90871
1437	1437	1922481019	200	94284
1438	1438	1922489777	200	100352
1439	1439	1922490749	200	96479
1440	1440	1922499323	200	95570
1441	1441	1922500141	200	93194
1442	1442	1922513969	200	100196
1443	1443	1922515403	200	94829
1444	1444	1922515489	200	95868
1445	1445	1922515583	200	95211
1446	1446	1922518309	200	95994
1447	1447	1922518945	200	93766
1448	1448	1922519549	200	97698
1449	1449	1922523417	200	88926
1450	1450	1922528621	200	96755
1451	1451	1922531891	200	97363
1452	1452	1922532923	200	98038
1453	1453	1922540753	200	91773
1454	1454	1922540757	200	91045
1455	1455	1922553211	200	95332
1456	1456	1922556949	200	98987
1457	1457	1922563949	200	93129
1458	1458	1922563951	200	94759
1459	1459	1922566189	200	94108
1460	1460	1922568055	200	97281
1461	1461	1922576633	200	95795
1462	1462	1922579627	200	97963
1463	1463	1922582393	200	90812
1464	1464	1922593963	200	97825
1465	1465	1922599357	200	99062
1466	1466	1922600759	200	98843
1467	1467	1922611885	200	99620
1468	1468	1922619351	200	75646
1469	1469	1922630739	200	98991
1470	1470	1922634499	200	89737
1471	1471	1922665839	200	99095
1472	1472	1922672927	200	95112
1473	1473	1922676911	200	95313
1474	1474	1922690517	200	99453
1475	1475	1922692781	200	101573
1476	1476	1922693183	200	99023
1477	1477	1922696529	200	93333
1478	1478	1922696555	200	91526
1479	1479	1922709023	200	97435
1480	1480	1922709371	200	102097
1481	1481	1922715715	200	98685
1482	1482	1922720809	200	96638
1483	1483	1922721985	200	94241
1484	1484	1922737713	200	95865
1485	1485	1922746507	200	98756
1486	1486	1922746623	200	99757
1487	1487	1922748151	200	97113
1488	1488	1922752427	200	96953
1489	1489	1922769675	200	93860
1490	1490	1922770243	200	94554
1491	1491	1922777093	200	89652
1492	1492	1922792135	200	97092
1493	1493	1922794215	200	95689
1494	1494	1922796299	200	84812
1495	1495	1922796507	200	96130
1496	1496	1922811603	200	95612
1497	1497	1922824041	200	93051
1498	1498	1922825297	200	98701
1499	1499	1922827727	200	97395
1500	1500	1922827823	200	96031
1501	1501	1922849597	200	91325
1502	1502	1922870863	200	90773
1503	1503	1922874783	200	96848
1504	1504	1922903209	200	101812
1505	1505	1922903447	200	99489
1506	1506	1922910441	200	96912
1507	1507	1922913655	200	91394
1508	1508	1922914291	200	99175
1509	1509	1922915061	200	90215
1510	1510	1922915613	200	95313
1511	1511	1922924337	200	94520
1512	1512	1922924663	200	95409
1513	1513	1922925651	200	94738
1514	1514	1922925653	200	93162
1515	1515	1922932305	200	94372
1516	1516	1922948395	200	92885
1517	1517	1922955477	200	98431
1518	1518	1922955945	200	88593
1519	1519	1922957357	200	93994
1520	1520	1922960415	200	91427
1521	1521	1922962663	200	94006
1522	1522	1922963221	200	96712
1523	1523	1922967065	200	96107
1524	1524	1922971753	200	101145
1525	1525	1922985125	200	93303
1526	1526	1922989193	200	94114
1527	1527	1922989341	200	99225
1528	1528	1922997387	200	100022
1529	1529	1922997643	200	94387
1530	1530	1922999745	200	97070
1531	1531	1922999747	200	94919
1532	1532	1923001823	200	90380
1533	1533	1923002077	200	89999
1534	1534	1923002373	200	94780
1535	1535	1923002963	200	99260
1536	1536	1923007467	200	100594
1537	1537	1923009907	200	99669
1538	1538	1923013521	200	93662
1539	1539	1923013543	200	91527
1540	1540	1923013559	200	94280
1541	1541	1923017805	200	96028
1542	1542	1923024371	200	98458
1543	1543	1923025537	200	93139
1544	1544	1923031309	200	98752
1545	1545	1923031311	200	97263
1546	1546	1923031313	200	97947
1547	1547	1923036863	200	100597
1548	1548	1923038447	200	103126
1549	1549	1923040305	200	91587
1550	1550	1923040307	200	91477
1551	1551	1923050977	200	90387
1552	1552	1923050981	200	92622
1553	1553	1923053147	200	92921
1554	1554	1923053149	200	97612
1555	1555	1923053151	200	98817
1556	1556	1923053153	200	98741
1557	1557	1923053161	200	97100
1558	1558	1923083257	200	97335
1559	1559	1923085365	200	97571
1560	1560	1923085441	200	97204
1561	1561	1923090881	200	98832
1562	1562	1923097523	200	96638
1563	1563	1923097765	200	98019
1564	1564	1923102713	200	78156
1565	1565	1923119357	200	94406
1566	1566	1923119411	200	91788
1567	1567	1923136877	200	90974
1568	1568	1923137831	200	96014
1569	1569	1923155277	200	91628
1570	1570	1923155315	200	91584
1571	1571	1923160215	200	96634
1572	1572	1923162553	200	88443
1573	1573	1923162601	200	95130
1574	1574	1923165009	200	96730
1575	1575	1923165649	200	96688
1576	1576	1923165721	200	97720
1577	1577	1923168493	200	98349
1578	1578	1923182891	200	94720
1579	1579	1923187903	200	96667
1580	1580	1923188045	200	95400
1581	1581	1923188877	200	94944
1582	1582	1923189993	200	97191
1583	1583	1923190107	200	96803
1584	1584	1923191741	200	95710
1585	1585	1923192067	200	96994
1586	1586	1923194865	200	96675
1587	1587	1923197203	200	94839
1588	1588	1923197241	200	84966
1589	1589	1923204531	200	93522
1590	1590	1923205185	200	96744
1591	1591	1923205457	200	94009
1592	1592	1923207871	200	94690
1593	1593	1923209699	200	95907
1594	1594	1923210837	200	97686
1595	1595	1923215375	200	84449
1596	1596	1923216439	200	96779
1597	1597	1923228873	200	91735
1598	1598	1923228889	200	91967
1599	1599	1923228897	200	91338
1600	1600	1923228899	200	92185
1601	1601	1923228901	200	91949
1602	1602	1923228903	200	92168
1603	1603	1923228905	200	91589
1604	1604	1923228925	200	85324
1605	1605	1923228953	200	81056
1606	1606	1923230379	200	96827
1607	1607	1923239057	200	96080
1608	1608	1923239337	200	94639
1609	1609	1923240447	200	95146
1610	1610	1923241275	200	99788
1611	1611	1923243745	200	88989
1612	1612	1923251125	200	90740
1613	1613	1923269113	200	98001
1614	1614	1923278649	200	98312
1615	1615	1923289365	200	96475
1616	1616	1923289881	200	95256
1617	1617	1923293143	200	96567
1618	1618	1923305357	200	94344
1619	1619	1923307921	200	92233
1620	1620	1923312423	200	100609
1621	1621	1923322511	200	102097
1622	1622	1923323561	200	93573
1623	1623	1923323567	200	95070
1624	1624	1923341269	200	90373
1625	1625	1923341905	200	95584
1626	1626	1923346307	200	97974
1627	1627	1923350643	200	93125
1628	1628	1923350831	200	95302
1629	1629	1923355763	200	94510
1630	1630	1923366721	200	97406
1631	1631	1923373745	200	97924
1632	1632	1923376137	200	91799
1633	1633	1923376145	200	91703
1634	1634	1923382137	200	94985
1635	1635	1923382139	200	94864
1636	1636	1923390431	200	97499
1637	1637	1923391777	200	95618
1638	1638	1923395705	200	96987
1639	1639	1923400105	200	94716
1640	1640	1923404183	200	95420
1641	1641	1923420429	200	95993
1642	1642	1923425047	200	101203
1643	1643	1923430635	200	93421
1644	1644	1923433605	200	89301
1645	1645	1923436553	200	94075
1646	1646	1923446939	200	97508
1647	1647	1923446941	200	95710
1648	1648	1923449259	200	96433
1649	1649	1923453899	200	91213
1650	1650	1923455189	200	92950
1651	1651	1923456207	200	94500
1652	1652	1923462019	200	94918
1653	1653	1923462121	200	92025
1654	1654	1923462129	200	92946
1655	1655	1923466985	200	96137
1656	1656	1923467223	200	98850
1657	1657	1923478289	200	95559
1658	1658	1923483521	200	99199
1659	1659	1923485801	200	98687
1660	1660	1923503673	200	89301
1661	1661	1923503685	200	91350
1662	1662	1923506739	200	95566
1663	1663	1923515431	200	96099
1664	1664	1923517169	200	98863
1665	1665	1923521403	200	97605
1666	1666	1923527803	200	98354
1667	1667	1923548129	200	91959
1668	1668	1923548135	200	91676
1669	1669	1923548151	200	90858
1670	1670	1923549861	200	97294
1671	1671	1923550471	200	97563
1672	1672	1923551155	200	96899
1673	1673	1923552701	200	32016
1674	1674	1923555397	200	95350
1675	1675	1923581171	200	96492
1676	1676	1923583177	200	93056
1677	1677	1923586459	200	94896
1678	1678	1923587481	200	91617
1679	1679	1923587535	200	91402
1680	1680	1923600085	200	95164
1681	1681	1923602003	200	98314
1682	1682	1923608839	200	96372
1683	1683	1923623299	200	92921
1684	1684	1923623861	200	96896
1685	1685	1923628933	200	92328
1686	1686	1923634751	200	98622
1687	1687	1923634827	200	99827
1688	1688	1923634867	200	87563
1689	1689	1923635841	200	95073
1690	1690	1923638697	200	96759
1691	1691	1923649437	200	101134
1692	1692	1923654379	200	96916
1693	1693	1923655689	200	92746
1694	1694	1923669139	200	93678
1695	1695	1923669465	200	96118
1696	1696	1923678043	200	95676
1697	1697	1923680759	200	102525
1698	1698	1923688795	200	100159
1699	1699	1923692653	200	86998
1700	1700	1923692955	200	94316
1701	1701	1923697169	200	96053
1702	1702	1923705639	200	97174
1703	1703	1923705771	200	97213
1704	1704	1923706323	200	97764
1705	1705	1923706325	200	92626
1706	1706	1923720759	200	96609
1707	1707	1923722309	200	99698
1708	1708	1923723815	200	92972
1709	1709	1923725109	200	96731
1710	1710	1923729783	200	93430
1711	1711	1923733937	200	94793
1712	1712	1923736791	200	95969
1713	1713	1923737451	200	96440
1714	1714	1923738001	200	95519
1715	1715	1923738357	200	95343
1716	1716	1923738647	200	95508
1717	1717	1923739899	200	94542
1718	1718	1923739977	200	93557
1719	1719	1923747385	200	90474
1720	1720	1923753013	200	95179
1721	1721	1923753569	200	96044
1722	1722	1923755171	200	93401
1723	1723	1923755315	200	91894
1724	1724	1923755643	200	91026
1725	1725	1923760421	200	95261
1726	1726	1923763071	200	90525
1727	1727	1923763079	200	84510
1728	1728	1923766381	200	95432
1729	1729	1923767961	200	95109
1730	1730	1923770259	200	96360
1731	1731	1923770607	200	93362
1732	1732	1923774097	200	98701
1733	1733	1923776717	200	95607
1734	1734	1923779905	200	98526
1735	1735	1923780181	200	96108
1736	1736	1923780183	200	93240
1737	1737	1923781477	200	97992
1738	1738	1923787203	200	101418
1739	1739	1923795299	200	93281
1740	1740	1923796601	200	96260
1741	1741	1923797473	200	97823
1742	1742	1923799395	200	96314
1743	1743	1923800585	200	98328
1744	1744	1923800735	200	98028
1745	1745	1923800771	200	92057
1746	1746	1923802445	200	96131
1747	1747	1923807733	200	93399
1748	1748	1923808451	200	96270
1749	1749	1923817963	200	88151
1750	1750	1923818321	200	91463
1751	1751	1923834797	200	93518
1752	1752	1923843969	200	94102
1753	1753	1923848435	200	96659
1754	1754	1923849243	200	97763
1755	1755	1923849303	200	96494
1756	1756	1923851279	200	95368
1757	1757	1923859651	200	98496
1758	1758	1923864735	200	94338
1759	1759	1923883667	200	91929
1760	1760	1923883705	200	90914
1761	1761	1923883709	200	83050
1762	1762	1923885647	200	95498
1763	1763	1923885667	200	95362
1764	1764	1923885669	200	94938
1765	1765	1923885671	200	94631
1766	1766	1923885673	200	95037
1767	1767	1923886711	200	94772
1768	1768	1923899779	200	92769
1769	1769	1923912451	200	90439
1770	1770	1923912459	200	90643
1771	1771	1923912635	200	98349
1772	1772	1923923681	200	94977
1773	1773	1923923717	200	95445
1774	1774	1923925803	200	90944
1775	1775	1923926573	200	95574
1776	1776	1923936869	200	98530
1777	1777	1923937335	200	98360
1778	1778	1923940717	200	97440
1779	1779	1923947387	200	97978
1780	1780	1923947441	200	96933
1781	1781	1923947483	200	95520
1782	1782	1923957003	200	97820
1783	1783	1923958301	200	95163
1784	1784	1923963245	200	92039
1785	1785	1923963247	200	91515
1786	1786	1923976331	200	98568
1787	1787	1923978547	200	89544
1788	1788	1923982091	200	94695
1789	1789	1923982183	200	96660
1790	1790	1923983301	200	92770
1791	1791	1923995867	200	98150
1792	1792	1924004991	200	96668
1793	1793	1924009585	200	99084
1794	1794	1924013349	200	96551
1795	1795	1924013833	200	98776
1796	1796	1924013855	200	98547
1797	1797	1924014477	200	95422
1798	1798	1924014697	200	97591
1799	1799	1924023761	200	99204
1800	1800	1924038647	200	95138
1801	1801	1924045903	200	91171
1802	1802	1924053783	200	97869
1803	1803	1924055855	200	95207
1804	1804	1924059705	200	99361
1805	1805	1924070051	200	97113
1806	1806	1924070727	200	92613
1807	1807	1924078657	200	94773
1808	1808	1924085409	200	83217
1809	1809	1924086909	200	95379
1810	1810	1924088457	200	96345
1811	1811	1924104653	200	94179
1812	1812	1924115901	200	100863
1813	1813	1924116523	200	97258
1814	1814	1924116531	200	99206
1815	1815	1924129351	200	98396
1816	1816	1924135939	200	102422
1817	1817	1924140955	200	91258
1818	1818	1924143457	200	95366
1819	1819	1924149407	200	95796
1820	1820	1924150497	200	97992
1821	1821	1924165987	200	96936
1822	1822	1924178345	200	80866
1823	1823	1924178789	200	97741
1824	1824	1924183259	200	95688
1825	1825	1924184891	200	94486
1826	1826	1924185773	200	100763
1827	1827	1924188283	200	99302
1828	1828	1924190623	200	95393
1829	1829	1924191019	200	98390
1830	1830	1924193591	200	101965
1831	1831	1924193593	200	98430
1832	1832	1924193595	200	99409
1833	1833	1924193597	200	98617
1834	1834	1924193599	200	97782
1835	1835	1924196167	200	95465
1836	1836	1924196195	200	96620
1837	1837	1924196199	200	96485
1838	1838	1924199349	200	92570
1839	1839	1924205243	200	98323
1840	1840	1924208401	200	95311
1841	1841	1924211079	200	91544
1842	1842	1924213359	200	96457
1843	1843	1924214953	200	92723
1844	1844	1924219083	200	95915
1845	1845	1924235849	200	93625
1846	1846	1924242685	200	93552
1847	1847	1924246013	200	96769
1848	1848	1924253145	200	93755
1849	1849	1924266381	200	98480
1850	1850	1924269085	200	95691
1851	1851	1924272389	200	94390
1852	1852	1924276275	200	95227
1853	1853	1924277147	200	98450
1854	1854	1924281245	200	100247
1855	1855	1924283259	200	97249
1856	1856	1924283635	200	95044
1857	1857	1924284197	200	97553
1858	1858	1924285609	200	93448
1859	1859	1924286781	200	100709
1860	1860	1924286869	200	97939
1861	1861	1924287021	200	96987
1862	1862	1924291363	200	94326
1863	1863	1924297021	200	98439
1864	1864	1924303127	200	90906
1865	1865	1924306869	200	84642
1866	1866	1924306879	200	90787
