	rank	edu	经验	薪水	时间	职称	公司地点	公司名称	链结	公司URL	i	tag_display	keyword	curPage
0	1	本科及以上	3-5年	面议	2020年04月25日	25664-Web前端开发工程师(深圳/广州)（深圳）	深圳	腾讯	https://www.liepin.com/job/1925640521.shtml	https://www.liepin.com/company/7983148/	223	中国500强	UI设计	5
1	2	本科及以上	1-3年	面议	2020年04月25日	15571-射击游戏系统策划（深圳）	深圳	腾讯	https://www.liepin.com/job/1925546863.shtml	https://www.liepin.com/company/7983148/	223	中国500强	UI设计	5
2	3	本科及以上	1-3年	面议	2020年04月25日	25664-Web前端开发工程师（腾讯云全资子公司）	武汉	腾讯	https://www.liepin.com/job/1925519369.shtml	https://www.liepin.com/company/7983148/	223	中国500强	UI设计	5
3	4	本科及以上	3-5年	面议	2020年04月25日	15712-FPS手游界面动效设计师（深圳）	深圳	腾讯	https://www.liepin.com/job/1925432785.shtml	https://www.liepin.com/company/7983148/	223	中国500强	UI设计	5
4	5	本科及以上	5-10年	面议	2020年04月25日	TEG06-高级研发效能架构师	深圳	腾讯	https://www.liepin.com/job/1927757817.shtml	https://www.liepin.com/company/7983148/	223	中国500强	UI设计	5
5	6	本科及以上	3-5年	面议	2020年04月25日	60666-15583-手游3D特效设计师（深圳）	深圳	腾讯	https://www.liepin.com/job/1927740401.shtml	https://www.liepin.com/company/7983148/	223	中国500强	UI设计	5
6	7	本科及以上	5-10年	面议	2020年04月25日	25924-游戏客户端技术架构师	深圳	腾讯	https://www.liepin.com/job/1927701213.shtml	https://www.liepin.com/company/7983148/	223	中国500强	UI设计	5
7	8	本科及以上	3-5年	面议	2020年04月25日	16810-Android开发工程师	深圳	腾讯	https://www.liepin.com/job/1927657285.shtml	https://www.liepin.com/company/7983148/	223	中国500强	UI设计	5
8	9	本科及以上	3-5年	面议	2020年04月25日	16810-动漫平台iOS开发工程师（深圳）	深圳	腾讯	https://www.liepin.com/job/1927657281.shtml	https://www.liepin.com/company/7983148/	223	中国500强	UI设计	5
9	10	本科及以上	3-5年	面议	2020年04月25日	29912-前端技术中心安卓开发	北京	腾讯	https://www.liepin.com/job/1927657249.shtml	https://www.liepin.com/company/7983148/	223	中国500强	UI设计	5
10	11	本科及以上	3-5年	面议	2020年04月25日	TEG14-研发效能架构师（深圳/北京/上海）	深圳	腾讯	https://www.liepin.com/job/1927555631.shtml	https://www.liepin.com/company/7983148/	223	中国500强	UI设计	5
