	rank	edu	经验	薪水	时间	职称	公司地点	公司名称	链结	公司URL	tag_display	i	keyword
0	1	本科及以上	5-10年	面议	2020年02月10日	资深交互设计师	深圳-南山区	SenseTime（商汤集团）	https://www.liepin.com/job/1925703875.shtml	https://www.liepin.com/company/8349238/	AI创新成长50强	19	全链路设计
1	2	本科及以上	5-10年	面议	2020年02月10日	资深交互设计师	上海-徐汇区	SenseTime（商汤集团）	https://www.liepin.com/job/1925703873.shtml	https://www.liepin.com/company/8349238/	AI创新成长50强	19	全链路设计
